YEAR,MONTH,STATE,TMAX,TMIN,PRCP,PRICE
2001,7,WISCONSIN,0.5753436075805051,0.6589303947773318,-0.7354149991729736,-0.8999999999999999
2001,8,ILLINOIS,0.6219445874201633,0.7455962700920402,-0.5067125865649033,-0.8636363636363636
2001,8,INDIANA,0.5977243963497004,0.743235560009854,-0.5263497331896064,-0.8575757575757577
2001,8,IOWA,0.5773265428778088,0.7012217931826785,-0.6479990587384381,-0.9121212121212121
2001,8,KANSAS,0.7723983841094896,0.8339026628788351,-0.6180586520702727,-0.8727272727272727
2001,8,KENTUCKY,0.6660306888458548,0.8305315009964219,-0.5631588924947444,-0.8212121212121213
2001,8,MICHIGAN,0.5388324819713876,0.6399023589109459,-0.5481746556138674,-0.8727272727272727
2001,8,MINNESOTA,0.5513041204398067,0.669304544561937,-0.7046594280588216,-0.9424242424242424
2001,8,MISSOURI,0.6970523303481927,0.8093279488362762,-0.6311696681002482,-0.8696969696969697
2001,8,NEBRASKA,0.6504372867329399,0.746605094063199,-0.7561528457432791,-0.8909090909090909
2001,8,OHIO,0.5984521924742078,0.7493784099538344,-0.5185069981783612,-0.8575757575757577
2001,8,OKLAHOMA,0.8727359168680661,0.9079889653247781,-0.8117053395083298,-0.26969696969696977
2001,8,SOUTH DAKOTA,0.5738599869227822,0.6595064329328876,-0.8965398498167004,-0.9545454545454546
2001,8,TENNESSEE,0.6558969457384979,0.8227078255870129,-0.568861974833391,-0.8303030303030303
2001,8,WISCONSIN,0.5387852569045647,0.6764267774816981,-0.3813153932658132,-0.8818181818181818
2001,9,ILLINOIS,0.40357947082941836,0.4496463841056805,-0.550711113890044,-0.8787878787878788
2001,9,INDIANA,0.3883460418128709,0.4507321352549557,-0.5311982360025695,-0.8818181818181818
2001,9,IOWA,0.3209195523689439,0.3951604209345819,-0.5025485894354154,-0.9181818181818181
2001,9,KANSAS,0.48077662884030115,0.541334491792451,-0.41351769403615357,-0.8636363636363636
2001,9,KENTUCKY,0.4656937168562024,0.5285109374205291,-0.6830299328644809,-0.8606060606060606
2001,9,MICHIGAN,0.24394270871668178,0.345892553101818,-0.4648343586775724,-0.8818181818181818
2001,9,MINNESOTA,0.2676895461769234,0.37009271633282226,-0.6317813436688903,-0.9545454545454546
2001,9,MISSOURI,0.4565028250119646,0.5079089606649895,-0.5750771076138887,-0.8666666666666667
2001,9,NEBRASKA,0.4085107750935689,0.46280215967243843,-0.5060605711558568,-0.8999999999999999
2001,9,OHIO,0.35743191839425603,0.45334221569754085,-0.5300444549756527,-0.8696969696969697
2001,9,OKLAHOMA,0.581688976171768,0.6050872845300387,-0.6834407584614799,-0.3189393939393941
2001,9,SOUTH DAKOTA,0.3074069121617453,0.384894163463612,-0.6791960040472305,-0.9666666666666667
2001,9,TENNESSEE,0.46556951394546886,0.5266948260684551,-0.5869362357479434,-0.8696969696969697
2001,9,WISCONSIN,0.24484152198903641,0.35785167828490916,-0.3806539517064308,-0.8757575757575757
2001,10,ILLINOIS,0.1283493096089996,0.21121138368485742,-0.2471891153354322,-0.906060606060606
2001,10,INDIANA,0.13061029047055994,0.22135713629245918,-0.0737060214820493,-0.9121212121212121
2001,10,IOWA,0.06769097780202693,0.10108934725352209,-0.7019362833143987,-0.9272727272727272
2001,10,KANSAS,0.24657606495351636,0.26243338178046505,-0.7049036838960783,-0.8545454545454545
2001,10,KENTUCKY,0.2533201084635507,0.23499667127684043,-0.392908190612723,-0.8909090909090909
2001,10,MICHIGAN,-0.0015728431256745168,0.14392251206966916,-0.26459693487539626,-0.9151515151515152
2001,10,MINNESOTA,-0.0015322918583158263,0.04916182969408692,-0.872476229886803,-0.9575757575757575
2001,10,MISSOURI,0.21023194264314682,0.2353866136669041,-0.48576321168351055,-0.9181818181818181
2001,10,NEBRASKA,0.16181506444635307,0.15419299848955872,-0.7822960855610483,-0.903030303030303
2001,10,OHIO,0.1237493193102085,0.2313222076868805,-0.2834593587772368,-0.903030303030303
2001,10,OKLAHOMA,0.3315012889136495,0.3304978140239657,-0.5689001000477686,-0.3643939393939395
2001,10,SOUTH DAKOTA,0.05764034671176732,0.022350601756901317,-0.8712891396265903,-0.9939393939393939
2001,10,TENNESSEE,0.26353718398558623,0.19886106746341603,-0.4116460228752439,-0.903030303030303
2001,10,WISCONSIN,-0.01936711582062367,0.09801138587159963,-0.6842457757184176,-0.903030303030303
2001,11,ILLINOIS,0.04877766364629266,0.09165745922718843,-0.6735543014227439,-0.8878787878787879
2001,11,INDIANA,0.04305754370844117,0.0772491582684735,-0.5906396522482935,-0.9121212121212121
2001,11,IOWA,0.005287081995310694,0.048812368217651725,-0.8100358775368544,-0.9212121212121211
2001,11,KANSAS,0.08582659364934586,0.13707069911067904,-0.9042708952856748,-0.8636363636363636
2001,11,KENTUCKY,0.1504297365557078,0.0943021590203218,-0.38492872878704487,-0.8787878787878788
2001,11,MICHIGAN,-0.11226017275909561,0.04984119711474383,-0.7268465760167508,-0.9363636363636363
2001,11,MINNESOTA,-0.05807042775907112,0.008600649702803165,-0.6229996205408148,-0.9484848484848485
2001,11,MISSOURI,0.08535532266567603,0.12077021572638535,-0.6888114432496786,-0.9151515151515152
2001,11,NEBRASKA,0.049822461318386635,0.06041679771593075,-0.7920298169860774,-0.906060606060606
2001,11,OHIO,0.030960284778351332,0.05428292366841202,-0.6581979639405615,-0.903030303030303
2001,11,OKLAHOMA,0.152698623776513,0.2196241704940664,-0.7485140560750653,-0.3500000000000001
2001,11,SOUTH DAKOTA,-0.0662273062415546,-0.0716969958824336,-0.580624404418766,-0.9757575757575757
2001,11,TENNESSEE,0.18727033922433534,0.06608638231613242,-0.4245093228624264,-0.7757575757575759
2001,11,WISCONSIN,-0.09685842052637439,0.026242511506271257,-0.7553785518767888,-0.9090909090909091
2001,12,ILLINOIS,-0.3561712908408474,-0.1848195008106813,-0.6860567549928689,-0.8424242424242424
2001,12,INDIANA,-0.33535360236803363,-0.13167008188951407,-0.5666203993397769,-0.8848484848484849
2001,12,IOWA,-0.447751841107671,-0.3387381665046405,-0.8982887431198144,-0.8878787878787879
2001,12,KANSAS,-0.20449099287235956,-0.1974989046815193,-0.9282232915157316,-0.8484848484848485
2001,12,KENTUCKY,-0.1677844554568776,-0.04913715378074407,-0.4080110617945748,-0.812121212121212
2001,12,MICHIGAN,-0.43250278027481004,-0.1812686918211489,-0.7017908419967205,-0.8909090909090909
2001,12,MINNESOTA,-0.5695291777556677,-0.4024592383815279,-0.9249500914159183,-0.9242424242424242
2001,12,MISSOURI,-0.24839522294228839,-0.1586671301053686,-0.6681978527459002,-0.8939393939393939
2001,12,NEBRASKA,-0.3568339550543577,-0.3382598797999223,-0.9508857457162133,-0.8878787878787879
2001,12,OHIO,-0.3278243329672864,-0.11548844121371715,-0.6165903709804872,-0.8636363636363636
2001,12,OKLAHOMA,-0.13320406359903553,-0.1277145735310824,-0.8118265528257804,-0.33257575757575775
2001,12,SOUTH DAKOTA,-0.5897659666436363,-0.47744430117425807,-0.9915725444026273,-0.9454545454545454
2001,12,TENNESSEE,-0.11713564839497925,-0.03308316510330533,-0.4092422242469015,-0.7878787878787878
2001,12,WISCONSIN,-0.5036199551294555,-0.3187702837628267,-0.8577439761526271,-0.8878787878787879
2002,1,ILLINOIS,-0.3896186579432112,-0.2756734329181645,-0.7453396586334904,-0.8575757575757577
2002,1,INDIANA,-0.37787246985581363,-0.23626743828796104,-0.7383459914973396,-0.8666666666666667
2002,1,IOWA,-0.46961768665612114,-0.43083195776814065,-0.9496986421469709,-0.896969696969697
2002,1,KANSAS,-0.29706629285729325,-0.32359971919335834,-0.8017176617842033,-0.8575757575757577
2002,1,KENTUCKY,-0.233748356339248,-0.15558143554992995,-0.5034989692678973,-0.8151515151515152
2002,1,MICHIGAN,-0.5171200420300314,-0.29584347318714244,-0.8498434435850303,-0.8818181818181818
2002,1,MINNESOTA,-0.6201798565979987,-0.511266537119103,-0.9532807774289149,-0.9181818181818181
2002,1,MISSOURI,-0.31028797394901303,-0.281459929968388,-0.6674492332009261,-0.8727272727272727
2002,1,NEBRASKA,-0.40075076297347756,-0.4283972034522341,-0.947122008777064,-0.8848484848484849
2002,1,OHIO,-0.38546857235811216,-0.23140663105664297,-0.7727609612414252,-0.8515151515151516
2002,1,OKLAHOMA,-0.19555101443648587,-0.22989055130980204,-0.6699882822771024,-0.3363636363636364
2002,1,SOUTH DAKOTA,-0.5766287857066649,-0.5728338309564469,-0.9755361477179778,-0.9454545454545454
2002,1,TENNESSEE,-0.20408268704849925,-0.1722727563842521,-0.2472996474626824,-0.7818181818181819
2002,1,WISCONSIN,-0.5697578857796697,-0.41104804182853244,-0.9252381524243081,-0.903030303030303
2002,2,ILLINOIS,-0.3696732413719314,-0.26024720015166125,-0.763002914792472,-0.8666666666666667
2002,2,INDIANA,-0.33404521477873517,-0.23815733563993244,-0.6945974201622354,-0.8636363636363636
2002,2,IOWA,-0.45303640870769074,-0.401022968284961,-0.8857598600328205,-0.903030303030303
2002,2,KANSAS,-0.23698983595842354,-0.25251812886507685,-0.9275259436272887,-0.8757575757575757
2002,2,KENTUCKY,-0.20465571143851918,-0.17037355771337212,-0.7819542172169353,-0.8181818181818181
2002,2,MICHIGAN,-0.4839146776429981,-0.3541408955150144,-0.7207232542075871,-0.8909090909090909
2002,2,MINNESOTA,-0.5161102322930946,-0.4277351553330848,-0.9014512649403161,-0.9242424242424242
2002,2,MISSOURI,-0.2665564159052988,-0.22999715350362743,-0.8240141186290708,-0.8666666666666667
2002,2,NEBRASKA,-0.3873064926063904,-0.3990722796735665,-0.9157189119656433,-0.8909090909090909
2002,2,OHIO,-0.33197826630861704,-0.2521925007988556,-0.7627209817170517,-0.8606060606060606
2002,2,OKLAHOMA,-0.12679567069141162,-0.15080895809365857,-0.9080252854753053,-0.3159090909090909
2002,2,SOUTH DAKOTA,-0.423104588346156,-0.4745597927330798,-0.9712513301394222,-0.9333333333333333
2002,2,TENNESSEE,-0.20303212983632374,-0.1903662724856358,-0.7596589056406939,-0.806060606060606
2002,2,WISCONSIN,-0.49614139527117096,-0.3841422768625675,-0.7702311663609844,-0.8636363636363636
2002,3,ILLINOIS,-0.2772427452883238,-0.19149853336626826,-0.5992206954779218,-0.8666666666666667
2002,3,INDIANA,-0.260071702573942,-0.16150491921319798,-0.47798777614639265,-0.8878787878787879
2002,3,IOWA,-0.41091202669687976,-0.3817775614400082,-0.8503297524525861,-0.8939393939393939
2002,3,KANSAS,-0.10593760601406599,-0.20061973635884528,-0.9055469460454346,-0.8696969696969697
2002,3,KENTUCKY,-0.04257487658783343,0.0016513303271163404,-0.10956024492622363,-0.8303030303030303
2002,3,MICHIGAN,-0.4577518667466296,-0.3551325152302315,-0.6860022463725894,-0.8848484848484849
2002,3,MINNESOTA,-0.6257286862569921,-0.5021571272844346,-0.8078372027880235,-0.9151515151515152
2002,3,MISSOURI,-0.169599814734891,-0.15970682548656218,-0.6048061495001122,-0.8606060606060606
2002,3,NEBRASKA,-0.3379652546095971,-0.3571279200313916,-0.877880666148924,-0.8818181818181818
2002,3,OHIO,-0.26795028158105677,-0.1572586250292311,-0.5365173439257657,-0.8636363636363636
2002,3,OKLAHOMA,0.0042438657702439375,-0.005057930362661972,-0.804279566965969,-0.3212121212121213
2002,3,SOUTH DAKOTA,-0.6208892769046844,-0.5835951298597096,-0.824998549634812,-0.9393939393939393
2002,3,TENNESSEE,-0.01030628473458195,-0.007428682226412547,-0.04100359481928506,-0.8181818181818181
2002,3,WISCONSIN,-0.5013459825251015,-0.40099213391968164,-0.7619091557548558,-0.9090909090909091
2002,4,ILLINOIS,0.10827044365737037,0.19960576561193677,-0.3869909475671913,-0.8727272727272727
2002,4,INDIANA,0.12103769690172617,0.21317049170241759,-0.283709421849518,-0.8878787878787879
2002,4,IOWA,0.02629554259312472,0.06130162511546547,-0.5566829620453255,-0.903030303030303
2002,4,KANSAS,0.2319279666024554,0.2771544351385547,-0.5041116527113021,-0.8666666666666667
2002,4,KENTUCKY,0.2961224216485234,0.3240360295358225,-0.38431808496282827,-0.8636363636363636
2002,4,MICHIGAN,-0.05611342720524504,0.025344499059323317,-0.5829465221871175,-0.896969696969697
2002,4,MINNESOTA,-0.08699103759502158,-0.007187657802684211,-0.6197726223461182,-0.9333333333333333
2002,4,MISSOURI,0.22353615850984765,0.27059715776094717,-0.4087443963687841,-0.8818181818181818
2002,4,NEBRASKA,0.14725488468152492,0.12370141158796982,-0.6737025216746617,-0.906060606060606
2002,4,OHIO,0.10792204443113784,0.1956493856859945,-0.36525041570484706,-0.8787878787878788
2002,4,OKLAHOMA,0.32525855008466953,0.3756224318196904,-0.4632661744636446,-0.28409090909090917
2002,4,SOUTH DAKOTA,-0.011151986669350578,-0.033427404711950076,-0.7425420636736115,-0.9484848484848485
2002,4,TENNESSEE,0.3151410542255707,0.30026188287585814,-0.46219751598026204,-0.7848484848484849
2002,4,WISCONSIN,-0.09178819551385109,0.02969273590280906,-0.5178585282713686,-0.896969696969697
2002,5,ILLINOIS,0.24263429667712266,0.3381488922528216,-0.1641009112902695,-0.8606060606060606
2002,5,INDIANA,0.24095675323284582,0.33770583058339465,-0.14176882123454704,-0.8454545454545455
2002,5,IOWA,0.2336401056818086,0.2599356190362436,-0.4985739788245811,-0.9090909090909091
2002,5,KANSAS,0.3254040708884416,0.4200736559971254,-0.12879163221698064,-0.8727272727272727
2002,5,KENTUCKY,0.36633280608706387,0.42924392473369993,-0.2054437148287156,-0.8575757575757577
2002,5,MICHIGAN,0.07789776366684431,0.15057240778184108,-0.5194904920167294,-0.8848484848484849
2002,5,MINNESOTA,0.15707298830103356,0.19188717510627373,-0.7194214943784392,-0.9212121212121211
2002,5,MISSOURI,0.3122411031010722,0.4024178344008211,0.20294695997597278,-0.8696969696969697
2002,5,NEBRASKA,0.29574342817010724,0.30462892057393015,-0.4357992412860947,-0.8878787878787879
2002,5,OHIO,0.2278065446908102,0.3047916039625716,-0.3466364395127214,-0.8606060606060606
2002,5,OKLAHOMA,0.4153113032120098,0.5219529808678508,-0.2525064052090441,-0.2719696969696972
2002,5,SOUTH DAKOTA,0.17793505602136195,0.15458988157830564,-0.6363069779417414,-0.9393939393939393
2002,5,TENNESSEE,0.3675783818264152,0.4233336844722442,-0.2893569605206059,-0.8151515151515152
2002,5,WISCONSIN,0.10620431972515465,0.18245996665785502,-0.6582814954293208,-0.906060606060606
2002,6,ILLINOIS,0.5962546293275025,0.7298716002148539,-0.5160456025631586,-0.8454545454545455
2002,6,INDIANA,0.5849228834091397,0.7095937379818559,-0.5998709787456531,-0.8393939393939395
2002,6,IOWA,0.570899543403185,0.6918305643846582,-0.5631454010908581,-0.896969696969697
2002,6,KANSAS,0.6318113062415659,0.7808759494645736,-0.5918647281756454,-0.8424242424242424
2002,6,KENTUCKY,0.6394914186666886,0.755634111391418,-0.5599959521341669,-0.8181818181818181
2002,6,MICHIGAN,0.45577420513190325,0.5588300850288571,-0.6957755408604289,-0.8696969696969697
2002,6,MINNESOTA,0.506361217280079,0.648615413853784,-0.1711775878704903,-0.9151515151515152
2002,6,MISSOURI,0.6185622178571416,0.7604225308072441,-0.6308791190767877,-0.8696969696969697
2002,6,NEBRASKA,0.6810681487895068,0.7697791707574178,-0.8125838705206826,-0.8696969696969697
2002,6,OHIO,0.5778304574553378,0.6932844265032317,-0.6291234519822021,-0.8303030303030303
2002,6,OKLAHOMA,0.6437679775786237,0.8033361017691668,-0.4867024181820967,-0.20606060606060606
2002,6,SOUTH DAKOTA,0.5586568572170515,0.6472280467385603,-0.7235680935865866,-0.9121212121212121
2002,6,TENNESSEE,0.6216697414810001,0.7320435717722917,-0.5855554612660192,-0.7757575757575759
2002,6,WISCONSIN,0.4499758029435602,0.592736727537497,-0.28036253257823573,-0.8666666666666667
2002,7,ILLINOIS,0.7054202594477151,0.8388532297579014,-0.7051133368881843,-0.7878787878787878
2002,7,INDIANA,0.6854128112289607,0.810429385595533,-0.6800959736079564,-0.7848484848484849
2002,7,IOWA,0.6688800226692947,0.7981745761889684,-0.49244296350041283,-0.8515151515151516
2002,7,KANSAS,0.7672487281566668,0.8914260562898383,-0.7092351957248422,-0.7939393939393938
2002,7,KENTUCKY,0.7163653634135269,0.8737633595591839,-0.6243818617461944,-0.7636363636363637
2002,7,MICHIGAN,0.6288659404560045,0.6922249690316652,-0.6827393286603305,-0.812121212121212
2002,7,MINNESOTA,0.6272365482510117,0.7787652317153759,-0.537988393687165,-0.8696969696969697
2002,7,MISSOURI,0.7273133082156172,0.8683910507804027,-0.6362946200044762,-0.8242424242424242
2002,7,NEBRASKA,0.7737514695335034,0.8565967974197772,-0.7793128819944845,-0.8272727272727273
2002,7,OHIO,0.7033419529910728,0.8007818998931966,-0.7072491465219419,-0.7636363636363637
2002,7,OKLAHOMA,0.7713153775540816,0.9211398518004618,-0.5281491916748122,-0.2560606060606061
2002,7,SOUTH DAKOTA,0.6768509218478801,0.7769104405441474,-0.6874583690386382,-0.8636363636363636
2002,7,TENNESSEE,0.6863627389026604,0.8531554037702449,-0.4656505454201889,-0.7333333333333334
2002,7,WISCONSIN,0.6108209600343951,0.7380948446620994,-0.6691179561682672,-0.8363636363636363
2002,8,ILLINOIS,0.6252832048632723,0.767346623961785,-0.4978993678710846,-0.7181818181818181
2002,8,INDIANA,0.6240346022495055,0.7649702888586517,-0.6641300352204815,-0.6848484848484848
2002,8,IOWA,0.5347572521675695,0.6632633280058798,-0.30418250076671993,-0.7787878787878788
2002,8,KANSAS,0.7321517086896808,0.8463103192759619,-0.7046932778420658,-0.7272727272727273
2002,8,KENTUCKY,0.7126660976731426,0.8234518439604324,-0.697635370017183,-0.7424242424242424
2002,8,MICHIGAN,0.5175728582372608,0.6003737943926473,-0.5367230262924045,-0.7272727272727273
2002,8,MINNESOTA,0.46602402227097917,0.6308653663873183,-0.21492051828501157,-0.7999999999999999
